,lc,product_name_es,brands,categories,labels,countries,obsolete,origins,origins_tags,ingredients_text_es,nutrition_data_per,nutrition_data_prepared_per,energy-kcal_value,energy-kcal_unit,fat_value,fat_unit,saturated-fat_value,saturated-fat_unit,carbohydrates_value,carbohydrates_unit,sugars_value,sugars_unit,proteins_value,proteins_unit,salt_value,salt_unit,sodium_value,sodium_unit,energy_value,energy_unit,off:food_groups,off:food_groups_tags,off:nova_groups_tags,off:nutriscore_grade,off:nutriscore_score,off:environmental_score_grade,off:environmental_score_data.adjustments.origins_of_ingredients.value,off:environmental_score_data.adjustments.packaging.value,off:environmental_score_data.adjustments.production_system.value,data_sources
3608,en,,"Arias, Savencia","Dairies, Fats, Spreads, Spreadable fats, Animal fats, Dairy spreads, Milkfat, Butters, Salted butters, Lacteo",Green Dot,Spain,0,Spain,en:spain,"nata pasteurizada, fermentos lácteos y sal. 
le che de cabra",100g,100g,,,,,,,,,,,,,,,,,,,en:fats,"en:fats-and-sauces,en:fats",en:2-processed-culinary-ingredients,unknown,,d,18.0,-15.0,0.0,
3609,es,Vino Pedro Ximénez Los Amigos,,"Bebidas y preparaciones de bebidas, Bebidas, Bebidas alcohólicas, Vinos, Vinos tintos, Vinos de España, Montilla-Moriles",,España,0,,,,100g,100g,,,,,,,,,,,,,,,,,,,en:alcoholic-beverages,en:alcoholic-beverages,unknown,not-applicable,,c,18.0,-15.0,0.0,"App - yuka, Apps"
3610,es,Serranito,Mercadona,"Alimentos y bebidas de origen vegetal, Lácteos, Comidas fermentadas, Alimentos de origen vegetal, Productos fermentados de la leche, Frutas y verduras y sus productos, Quesos, Productos a base de carne, Verduras y hortalizas y sus productos, Comidas preparadas, Carnes, Embutidos, Hortalizas, Jamón, Carne de cerdo y sus productos, Jamón de país, Comidas con carne, Carne de cerdo, Tomates y sus productos, Jamones secos, Comidas con cerdo, Productos cárnicos españoles, Pimientos, Pimientos verdes, Jamón Serrano, en:melted-cheese",Punto Verde,España,0,España,en:spain,"PAN (HARINA DE _TRIGO (GLUTEN)_, AGUA, MASA MADRE DE _TRIGO (GLUTEN)_, ACEITE DE OLIVA, SAL, AZÚCAR, LEVADURA, ANTIOXIDANTE ÁCIDO ASCORBICO), CARNE DE CERDO PICADA, COCIDA Y ALIÑADA (AGUJA DE CERDO 56%, AGUA, ACEITE DE OLIVA VIRGEN EXTRA, ESPECIAS, ESTABILIZANTE: TRIFOSFATOS; ESPESANTE GOMA GUAR, TOMATE NATURAL, PIMIENTO VERDE CONFITADO (PIMIENTO VERDE ACEITE DE OLIVA, SAL), _QUESO_ FUNDIDO (_QUESO_, AGUA, _LECHE_ DESNATADA EN POLVO, PROTEINAS DE LA _LECHE_, SALES DE FUNDIDO: CITRATOS DE SODIO; SAL) JAMÓN SERRANO (JAMÓN DE CERDO, SAL, AZÚCAR, CONSERVADORES NITRATO POTÁSICO, NITRATO SÓDICO; ANTIOXIDANTE ASCORBATO SÓDICO) PUEDE CONTENER: _HUEVO, SÉSAMO, SOJA, FRUTOS DE CÁSCARA Y DERIVADOS OFROS APIO, CRUSTÁCEOS, MOLUSCOS, PESCADO, MOSTAZA ALTRAMUCES Y CACAHUETES_",100g,100g,,,,,,,,,,,,,,,,,,,en:processed-meat,"en:fish-meat-eggs,en:processed-meat",en:4-ultra-processed-food-and-drink-products,unknown,,c,18.0,-15.0,0.0,"App - yuka, Apps, App - smoothie-openfoodfacts"
3611,es,Lentejas de Tierra de Campos,Consum,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Leguminosas y derivados, Leguminosas, Semillas, Granos de leguminosas, Legumbres secas, Lentejas, Lentejas pardas, en:Spanish legumes, Lenteja de Tierra de Campos","Fuente de fibra alimentaria, Producto protegido de España, Punto Verde, IGP",España,0,,,Lentejas.,100g,100g,281.0,kcal,2.1,g,0.4,g,23.0,g,1.8,g,23.0,g,0.01,g,0.004,g,1171.0,kJ,en:legumes,"en:cereals-and-potatoes,en:legumes",en:1-unprocessed-or-minimally-processed-foods,a,-15.0,a-plus,18.0,-15.0,0.0,"App - Yuka, Apps"
3612,es,Queso Mahón,,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de vaca, Quesos españoles, Queso semicurado, Mahón-Menorca","Punto Verde, DOP",España,0,España,en:spain,,100g,100g,422.0,kcal,34.0,g,24.0,g,1.2,g,0.5,g,27.0,g,2.8,g,1.12,g,422.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",unknown,e,21.0,c,18.0,-15.0,0.0,"App - Yuka, Apps"
3613,es,Guisantes Liofilizado en Polvo,Cultisabor,GUISANTES LIOFILIZADOS EN POLVO,"Sin conservantes, Sin aditivos",España,0,España,en:spain,Guisantes,100g,100g,62.0,kcal,0.5,g,0.1,g,8.8,g,4.1,g,5.4,g,0.0,mg,0.0,mg,260.0,kJ,,,en:1-unprocessed-or-minimally-processed-foods,a,-6.0,unknown,3.0,-15.0,0.0,"Producers, Producer - cultisabor"
3614,es,Galletas deseo España,,"Botanas, Snacks dulces, Galletas y pasteles, Galletas",,España,0,,,,100g,100g,,,,,,,,,,,,,,,,,,,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",unknown,unknown,,c,-5.0,-15.0,0.0,
3615,es,Queso semicurado de Mahón,,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de vaca, Quesos españoles, Queso semicurado, Mahón-Menorca","Punto Verde, DOP",España,0,España,en:spain,,100g,100g,365.0,kcal,29.0,g,20.0,g,2.7,g,0.5,g,22.0,g,,,,,365.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",unknown,unknown,,c,18.0,-15.0,0.0,"App - Yuka, Apps"
3616,es,Monerris Planelles,,,Hecho en España,España,0,,,,100g,100g,252.0,kcal,10.0,g,10.0,g,4.0,g,3.0,g,5.0,g,1.0,g,0.4,g,252.0,kcal,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - Yuka, Apps"
3617,es,Mejillones ahumadis,Portomar,"Productos del mar, Molusco, Mejillones",Hecho en España,España,0,,,,serving,100g,240.0,kcal,21.0,g,4.0,g,1.0,g,,,11.0,g,0.55,g,0.22,g,240.0,kcal,en:fish-and-seafood,"en:fish-meat-eggs,en:fish-and-seafood",unknown,unknown,,d,-5.0,-15.0,0.0,"App - Yuka, Apps, App - macrofactor"
3618,es,Iceberg,Minuto Verde,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Hortalizas, Verduras de hoja, Lechuga, Lechuga iceberg",Punto Verde,España,0,España,en:spain,Lechuga Iceberg.,100g,100g,17.0,kcal,0.5,g,0.3,g,1.6,g,1.6,g,0.7,g,0.03,g,0.012,g,69.0,kJ,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,a,-5.0,a-plus,18.0,-10.0,0.0,"App - Yuka, Apps"
3619,es,Aliño para Tartar de Atún,Kondimentum,"Condimentos, Salsas, Salsa para pescado, Salsa para tartar de atún",,España,0,,,"Agua, Salsa de Soja (agua, habas de soja, trigo, sal), azúcar, miel, almidón de maíz, Mirin Fu (Jarabe de glucosa, extracto de arroz fermentado, [agua, arroz, alcohol, sal, Regulador de la acidez: (Ácido Cítrico)], agua, vinagre, azúcar, Regulador de acidez: (Ácido Fosfórico), melaza de caña.) Hon mirin (Agua, arroz, jarabe de maíz, alcohol, arroz koji) goma xantana, aroma natural de Jengibre.",100g,100g,139.0,kcal,0.2,g,0.03,g,72.8,g,48.1,g,5.7,g,9.0,g,3.6,g,581.0,kJ,en:dressings-and-sauces,"en:fats-and-sauces,en:dressings-and-sauces",en:4-ultra-processed-food-and-drink-products,e,35.0,unknown,-5.0,-10.0,0.0,"App - Yuka, Apps"
3620,es,B36 Drenante,bio España,,,España,0,,,,100g,100g,,,,,,,,,,,,,,,,,,,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - Yuka, Apps, App - intolerapp"
3621,es,Alubias,,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Leguminosas y derivados, Conservas, Leguminosas, Alimentos de origen vegetal en conserva, Leguminosas en conserva, Alubias cocidas en conserva, Alubias blancas cocidas en conserva",Hecho en España,España,0,,,,100g,100g,103.0,kcal,0.0,g,0.0,g,16.0,g,7.3,g,0.9,g,0.0,g,0.0,g,103.0,kcal,en:legumes,"en:cereals-and-potatoes,en:legumes",unknown,c,3.0,a,-5.0,-15.0,0.0,"App - Yuka, Apps"
3622,es,Aceitunas Verdes Rellenas con Pasta de Pimiento,Carbonell,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Encurtidos, Productos del olivo, Vegetales encurtidos, Aceitunas, Aceitunas verdes, Aceitunas rellenas, Aceitunas verdes rellenas, Aceitunas verdes rellenas de pimiento",,"Bolivia, México, España",0,España,en:spain,"Aceitunas verdes, agua, sal, pasta de pimiento 3.3%, (pimiento, espesante (alginato sódico), acentuadores de sabor (glutamato monosódico, inosinato disódico), acidulantes (ácido cítrico, ácido láctico), antioxidante (ácido ascórbico)).",100g,100g,140.0,kcal,15.0,g,3.0,g,0.0,g,0.0,g,1.0,g,4000.0,mg,1600.0,mg,570.0,kJ,en:salty-and-fatty-products,"en:salty-snacks,en:salty-and-fatty-products",en:4-ultra-processed-food-and-drink-products,e,20.0,a-plus,18.0,-10.0,0.0,"App - Yuka, Apps"
3623,es,Crema de lomo de orza,España e Hijos,,,España,0,,,,100g,100g,354.0,kcal,33.1,g,4.9,g,4.1,g,3.9,g,10.0,g,1.3,g,0.52,g,354.0,kcal,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - Yuka, Apps"
3624,es,Queso madurado de oveja Idiazabal,,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de leche de oveja, Quesos españoles, Idiazabal",DOP,España,0,España,en:spain,,100g,100g,435.0,kcal,38.0,g,27.0,g,0.3,g,0.0,g,23.0,g,1.5,g,0.6,g,435.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",unknown,d,15.0,c,18.0,-15.0,0.0,"App - Yuka, Apps"
3625,es,Mejillones en escabeche picante,Carrefour,"Productos del mar, Conservas, Molusco, Mejillones, Mejillones enlatados, Mejillones en escabeche","Sin gluten, Nutriscore, Nutriscore B",España,0,"España, Galicia","en:spain,en:galicia","_Mejillones_ (Mytilus galloprovincialis), aceite de girasol, vinagre de vino, agua, aromas naturales, sal",100g,100g,217.0,kcal,17.0,g,2.7,g,2.9,g,,,13.0,g,1.3,g,0.52,g,899.0,kJ,en:fish-and-seafood,"en:fish-meat-eggs,en:fish-and-seafood",en:4-ultra-processed-food-and-drink-products,unknown,,c,18.0,-13.0,0.0,"App - Yuka, Apps, App - smoothie-openfoodfacts, Producers, Producer - carrefour-espana"
3626,es,,,,,España,0,España,en:spain,,100g,100g,,,,,,,,,,,,,,,,,,,,,unknown,unknown,,unknown,3.0,-15.0,0.0,
3627,es,Pelota furbo españa,,,,España,0,,,,100g,100g,20.0,kcal,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,20.0,kcal,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - Yuka, Apps"
3628,es,Crema de Membrillo extra,La Membrillera,,"Sin gluten, Hecho en España",España,0,,,,100g,100g,,,,,,,,,,,,,,,,,,,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - Yuka, Apps"
3629,es,Del campo Bio,,"Bebidas, Bebidas alcohólicas, Vinos, Vinos tintos, Vinos de España","Ecológico, Ecológico UE, ES-ECO-026-VAS",España,0,,,,100g,100g,,,,,,,,,,,,,,,,,,,en:alcoholic-beverages,en:alcoholic-beverages,unknown,not-applicable,,c,0.0,-10.0,15.0,"App - Yuka, Apps"
3630,es,Yogur Líquido con Frutas del Bosque,Consum,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Postres, Postres lácteos, en:Fermented dairy desserts, en:Fermented dairy desserts with fruits, Yogures, Yogures de frutas, Yogures con frutas y azúcar, Yogures líquidos","Bajo o sin grasas, Bajo en grasas, Sin gluten, Fuente de proteínas, Punto Verde",España,0,España,en:spain,"Leche desnatada pasteurizada, azúcar, agua, _nata_ pasteurizada, frutas del bosque 1,2% (frambuesas, arándanos, mora), almidón modificado, aromas, colorante (antocianinas), estabilizante (pectinas), fermentos _lácticos_ y conservador (sorbato potásico).",100g,100g,68.0,kcal,1.2,g,0.8,g,11.5,g,11.4,g,2.7,g,0.11,g,0.044,g,286.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:4-ultra-processed-food-and-drink-products,b,2.0,a,18.0,-15.0,0.0,"App - Yuka, Apps"
3631,es,Queso San Simon da Costa,,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos españoles, San Simón da Costa",DOP,España,0,"España, Galicia","en:spain,en:galicia","LECHE entera pasteurizada, sal, cuajo, corrector de acidez:cloruro cálcico, cuajo, fermentos lácticos (LÉCHÉ) y conservador: lisozima de HUEVO Agente de recubrimiento; E-202 y E-325.",100g,100g,394.3,kcal,31.5,g,21.1,g,2.1,g,0.5,g,25.6,g,1.9,g,0.76,g,394.3,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:4-ultra-processed-food-and-drink-products,d,16.0,c,18.0,-15.0,0.0,"App - Yuka, Apps, App - El CoCo"
3632,es,Polen Origen  España,,,,España,0,,,,100g,100g,,,,,,,,,,,,,,,,,,,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - Yuka, Apps"
3633,es,Pasta Almendra,,,"Hecho en España, Sin azúcares añadidos",España,0,,,,100g,100g,500.0,kcal,29.0,g,9.09,g,62.0,g,1.0,g,7.4,g,,,,,500.0,kcal,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - Yuka, Apps"
3634,es,El miracle,,"Bebidas, Bebidas alcohólicas, Vinos, Vinos tintos, Vinos de España",,España,0,,,,100g,100g,,,,,,,,,,,,,,,,,,,en:alcoholic-beverages,en:alcoholic-beverages,unknown,not-applicable,,e,-5.0,-10.0,0.0,"App - Yuka, Apps"
3635,es,Frutos secos,,,Hecho en España,España,0,,,,100g,100g,497.0,kcal,29.4,g,5.1,g,42.4,g,14.0,g,15.6,g,1.6,g,0.64,g,497.0,kcal,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - Yuka, Apps"
3636,es,Queso mahon menorca,,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de vaca, Quesos españoles, Mahón-Menorca",DOP,España,0,España,en:spain,"LECHE cruda de vaca, cuajo, fermentos, sal, endurecedor E-509, conservador E-252. Corteza no comestible. En corteza conservador E-202 y E-235, colorante E-172.",100g,100g,422.0,kcal,34.0,g,24.0,g,1.2,g,0.5,g,27.0,g,2.8,g,1.12,g,422.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:4-ultra-processed-food-and-drink-products,e,21.0,c,18.0,-15.0,0.0,"App - Yuka, Apps"
3637,es,Suïm,SUÏM,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Aceites y grasas, Grasas vegetales, Productos del olivo, Aceites vegetales, Aceites de oliva","Ecológico, Ecológico UE, Athena international olive oil competition 2021 Bronze, Berlin'21 GOOA Bronze, London'21 OOC Bronze",España,0,"España, Alcover, Cataluña, Tarragona","en:spain,es:alcover,es:cataluna,es:tarragona",Aceitunas 100% Arbequinas,100g,100g,900.0,kcal,70.0,g,18.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,3700.0,kJ,en:fats,"en:fats-and-sauces,en:fats",unknown,c,3.0,b,15.0,-15.0,15.0,"App - Yuka, Apps"
3638,es,Pom-bear,Grefusa,,"Sin conservantes, Sin colorantes",España,0,en:Valencia (España),en:valencia-espana,"patatas deshidratada (33%),aceite de girasol,almidón de maíz, almidón de patata, dextrina de maíz ,azúcar, sal, emulgente: monoglicéridos y diglicéridos de ácidos grasos  puede contener trigo, cacahuetes, soja, frutos de cáscara, mostaza, apio.",100g,100g,498.0,kcal,26.0,g,3.1,g,62.0,g,2.0,g,2.6,g,1.5,g,0.6,g,498.0,kcal,,,en:4-ultra-processed-food-and-drink-products,unknown,,unknown,-5.0,-15.0,0.0,"App - Yuka, Apps"
3639,es,Lomo de cebo ibérico Mercadona,Industrias carnicas loriente,"Productos a base de carne, Carnes, Carne de cerdo y sus productos, Carne de cerdo, Lomo de Cerdo",,España,0,España,en:spain,Lomo cerdo,100g,100g,319.0,kcal,19.0,g,6.8,g,1.0,g,0.0,g,36.0,g,2.4,g,0.96,g,1335.0,kj,en:meat-other-than-poultry,"en:fish-meat-eggs,en:meat,en:meat-other-than-poultry",en:1-unprocessed-or-minimally-processed-foods,e,20.0,unknown,3.0,-10.0,0.0,"App - Yuka, Apps, App - smoothie-openfoodfacts"
3640,es,Almendra repelada frita,Ferradura,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutos de cáscara y derivados, Frutos de cáscara, Frutos de cáscara sin cáscara, Almendras, Almendras sin cáscara","Sin gluten, Punto Verde",España,0,España,en:spain,"Almendras, aceite de girasol y sal",100g,100g,607.0,kcal,55.2,g,4.2,g,17.7,g,4.5,g,21.2,g,0.8,g,0.32,g,607.0,kcal,en:nuts,"en:salty-snacks,en:nuts",en:3-processed-foods,b,-2.0,d,18.0,-15.0,0.0,"App - Yuka, Apps"
3641,es,Pizza de atún y queso,El Corte Inglés,"Comidas preparadas, Pizzas - empanadas y quiches, Pizzas",Hecho en España,España,0,,,,100g,100g,211.0,kcal,8.7,g,3.0,g,23.0,g,8.0,g,9.6,g,1.3,g,0.52,g,211.0,kcal,en:pizza-pies-and-quiches,"en:composite-foods,en:pizza-pies-and-quiches",unknown,d,12.0,unknown,-5.0,-15.0,0.0,"App - Yuka, Apps"
3642,es,,Diamir,,"Punto Verde, Hecho en España",España,0,,,,100g,100g,,,,,,,,,,,,,,,,,,,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - El CoCo, Apps"
3643,es,Filete pechuga de pavo,,"Productos a base de carne, Carnes, Aves, Pavo y sus productos, Pavo, Pechuga de pavo",,España,0,España,en:spain,"Pavo,",100g,100g,103.0,kcal,0.9,g,0.3,g,0.0,g,0.0,g,24.0,g,0.26,g,0.104,g,431.0,kj,en:poultry,"en:fish-meat-eggs,en:meat,en:poultry",en:1-unprocessed-or-minimally-processed-foods,a,-5.0,c,18.0,-10.0,0.0,"App - Yuka, Apps, App - smoothie-openfoodfacts"
3644,es,Lago Garden Hauswein,,"Bebidas, Bebidas alcohólicas",,España,0,"España, Mallorca","en:spain,es:mallorca",,100g,100g,,,,,,,,,,,,,,,,,,,en:alcoholic-beverages,en:alcoholic-beverages,unknown,not-applicable,,unknown,3.0,-15.0,0.0,"App - Yuka, Apps, App - smoothie-openfoodfacts"
3645,es,Aceite de oliva virgen extra,Olivasola,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Aceites y grasas, Grasas vegetales, Productos del olivo, Aceites vegetales, Aceites de oliva, Aceites de oliva virgen",Punto Verde,España,0,España,en:spain,aceite de oliva virgen,100g,100g,888.0,kcal,100.0,g,14.21,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,3715.0,kj,en:fats,"en:fats-and-sauces,en:fats",en:2-processed-culinary-ingredients,b,0.0,c,18.0,-10.0,0.0,"App - Yuka, Apps, App - smoothie-openfoodfacts"
3646,es,Queso curazo,,,,España,0,España,en:spain,"Leche de Vaca, Cabra y Oveja, fermentos lácticos, cloruro cálcico, Lisozima (derivado del huevo), E252 cuajo y sal.",100g,100g,452.0,kcal,34.0,g,17.8,g,0.48,g,0.8,g,36.1,g,1.9,g,0.76,g,452.0,kcal,,,unknown,unknown,,unknown,3.0,-15.0,0.0,"App - Yuka, Apps"
3647,es,Miel de roble de españa,,,,España,0,,,,100g,100g,,,,,,,,,,,,,,,,,,,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - Yuka, Apps"
3648,es,Polen de españa,,,,España,0,,,,100g,100g,,,,,,,,,,,,,,,,,,,,,unknown,unknown,,unknown,-5.0,-15.0,0.0,"App - Yuka, Apps"
3649,es,Queso semicurado en lonchas,Loran,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos en lonchas, Queso semicurado",Punto Verde,España,0,España,en:spain,"Leche pasteurizada de vaca (80% min.), leche pasteurizada de oveja (5% min.), fermentos lácteos seleccionados, cuajo, cloruro de calcio, sal, lisozima de huevo",100g,100g,358.7,kcal,29.1,g,20.0,g,0.1,g,0.1,g,24.1,g,1.1,g,0.44,g,358.7,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:3-processed-foods,d,12.0,c,18.0,-15.0,0.0,"App - Yuka, Apps"
3650,es,Queso de vaca tierno,Granja Maravillas,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Quesos de vaca",Hecho en España,España,0,España,en:spain,"Leche cruda de vaca, fermentos lácticos, cuajo natural de origen animal, lisozima de huevo (menos de 0.12%), sal",100g,100g,311.4,kcal,25.36,g,17.6,g,0.6,g,0.0,g,20.2,g,0.52,g,0.208,g,311.4,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:3-processed-foods,c,8.0,c,18.0,-15.0,0.0,"App - Yuka, Apps"
3651,es,Vino tinto Cabernet Sauvignon,Maset,"Bebidas, Bebidas alcohólicas, Vinos, Vinos tintos, Vinos de España",,España,0,,,,100g,100g,,,,,,,,,,,,,,,,,,,en:alcoholic-beverages,en:alcoholic-beverages,unknown,not-applicable,,e,-5.0,-10.0,0.0,"App - Yuka, Apps"
3652,es,Biante Garnacha,Santo Cristo,"Bebidas y preparaciones de bebidas, Bebidas, Bebidas alcohólicas, Vinos, Vinos tintos, Vinos de España",,España,0,,,,100g,100g,,,,,,,,,,,,,,,,,,,en:alcoholic-beverages,en:alcoholic-beverages,unknown,not-applicable,,e,-5.0,-10.0,0.0,"App - Yuka, Apps"
3653,es,Queso de cabra tierno,Auchan,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Queso de cabra","Nutriscore, Nutriscore D, Recicla-amarillo",España,0,España,en:spain,"Leche pasteurizada de cabra, sal, estabilizante: cloruro cálcico, cuajo y fermentos lácticos, (leche)",100g,100g,376.0,kcal,32.0,g,21.0,g,1.0,g,0.5,g,21.0,g,1.5,g,0.6,g,376.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:3-processed-foods,d,14.0,d,18.0,-15.0,0.0,"App - Yuka, Apps"
3654,es,Vino tinto Tandem Macula 2014,Tandem,"Bebidas, Bebidas alcohólicas, Vinos, Vinos tintos, Vinos de España",,España,0,,,,100g,100g,,,,,,,,,,,,,,,,,,,en:alcoholic-beverages,en:alcoholic-beverages,unknown,not-applicable,,e,-5.0,-10.0,0.0,"App - Yuka, Apps"
3655,es,Hongo Frito en aceite de oliva,Emperatriz,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Conservas, Verduras y hortalizas y sus productos, Alimentos de origen vegetal en conserva, Setas y sus productos, Setas, Setas en conserva, Mezclas de setas en conserva",Hecho en España,España,0,,,,100g,100g,,,13.89,g,1.18,g,3.57,g,1.25,g,2.6,g,0.48,g,0.192,g,618.82,kJ,en:vegetables,"en:fruits-and-vegetables,en:vegetables",unknown,a,-4.0,a,-5.0,-10.0,0.0,"App - Yuka, Apps"
3656,es,Queso curado,Hacendado,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Queso curado","Sin gluten, Sin huevo",España,0,España,en:spain,"Leche (leche pasteurizada de vaca 50%, leche pasteurizada de oveja (20%), leche pasteurizada de cabra (15%)), sal, cuajo, estabilizante (cloruro cálcico) y fermentos lácticos. Contiene conservadores (E-202 y E-235) y colorante (E172) en la corteza plástica no comestible.",100g,100g,431.0,kcal,36.0,g,25.0,g,1.8,g,0.6,g,25.0,g,1.8,g,0.72,g,431.0,kcal,en:cheese,"en:milk-and-dairy-products,en:cheese",en:4-ultra-processed-food-and-drink-products,d,16.0,c,18.0,-15.0,0.0,"App - El CoCo, Apps, App - Yuka"
3657,es,Aceitunas rellenas de pasta de anchoa,Benlloch,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Encurtidos, Productos del olivo, Vegetales encurtidos, Aceitunas, Aceitunas verdes, Aceitunas rellenas, Aceitunas verdes rellenas, Aceitunas verdes rellenas de anchoa",Hecho en España,España,0,,,,100g,100g,156.0,kcal,15.2,g,3.02,g,3.6,g,0.05,g,1.3,g,3.41,g,1.364,g,156.0,kcal,en:salty-and-fatty-products,"en:salty-snacks,en:salty-and-fatty-products",unknown,e,21.0,a,-5.0,-15.0,0.0,"App - Yuka, Apps"
3658,es,Aceitunas verdes rellenas de anchoa,Karina,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Encurtidos, Productos del olivo, Vegetales encurtidos, Aceitunas, Aceitunas verdes, Aceitunas rellenas, Aceitunas verdes rellenas, Aceitunas verdes rellenas de anchoa","Hecho en España, Calidad superior",España,0,,,,100g,100g,156.0,kcal,15.3,g,3.0,g,2.9,g,0.5,g,1.6,g,3.4,g,1.36,g,156.0,kcal,en:salty-and-fatty-products,"en:salty-snacks,en:salty-and-fatty-products",unknown,e,19.0,a,-5.0,-10.0,0.0,"App - Yuka, Apps"
3659,es,Miel de Eucalipto,Como una Reina,"Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Mieles de eucaliptus",,España,0,España,en:spain,,100g,100g,,,,,,,,,,,,,,,,,,,en:sweets,"en:sugary-snacks,en:sweets",en:2-processed-culinary-ingredients,unknown,,a-plus,18.0,-10.0,0.0,"App - Yuka, Apps"
3660,es,Carne 3.0 Cachopo 0% Bacon,Compasión,"en:Meat alternatives, Carnes vegetales","Ecológico, Vegetariano, Vegano, Fabricación artesanal, Hecho en España, Nutriscore, Nutriscore B",España,0,,,,100g,100g,195.0,kcal,4.1,g,2.1,g,25.4,g,2.7,g,13.7,g,1.5,g,0.6,g,195.0,kcal,,,unknown,d,11.0,unknown,-5.0,-15.0,0.0,"App - Yuka, Apps"
